Province,District,Recency District,Facility,DATIM Site Name,DATIM Org ID,Facility ID,Province Code,District Code,EHR Version,Activation Status,EHR Type,IP Address,Implementing Partner,Type,Ownership,Location,Level,Status
Mashonaland West,Sanyati,Sanyati,Sanyati RDC Clinic,Sanyati ARDA - 101861 - Clinic,esbcJZ4OrBM,ZW040330,ZW04,,,,,,,RDC,Rural Council,Rural,Secondary,Open
Matabeleland South,Mangwe,Mangwe,Sanzukwi Clinic,SANZUKWI - 101529 - Clinic,Bk03KuutZss,ZW060733,ZW06,,,,,10.84.28.3,Ophid,RDC,Rural Council,Rural,,
Matabeleland South,Insiza,Insiza,Saphila RDC,Saphila - 101530 - Council Clinic(Construction),wzZvw0u6fe2,ZW060429,ZW06,,,,,192.168.10.1,Ophid,RHC,Rural Council,Rural,,
Midlands,Kwekwe,Kwekwe,Sebakwe,Sebakwe - 101531 - Clinic,uZE16ljHypJ,ZW070565,ZW07,,,,,,ZHI,,,,,
Harare,Chitungwiza,Harare,Seke North Clinic,Seke North - 101533 - Clinic,xjDifmwK0wG,ZW000B02,ZW00,,,,,10.4.21.253,Ophid,Clinic,Town/City Council,Urban,Primary,Open
Harare,Chitungwiza,Harare,Seke South Clinic,Seke South - 101534 - Clinic,cswicu2amtm,ZW000B01,ZW00,,,,,192.168.10.1,Ophid,Clinic,Town/City Council,Urban,Primary,Open
Matabeleland South,Gwanda,Gwanda,Selonga Clinic,Selonga - 101536 - Rural Health Centre,mQbanvNia3z,ZW060363,ZW06,,,,,192.168.10.1,Ophid,RDC,Rural Council,Rural,,
Mashonaland West,Chegutu,Chegutu,Selous Clinic,Selous - 101537 - Council Clinic,XetOsDWPjg2,ZW040133,ZW04,,,,,,,RDC,Rural Council,Rural,Primary,Open
Midlands,Gweru,Gweru,Senga Clinic,Senga Poly - 101538 - Clinic,iEaTUEi6wdx,ZW070467,ZW07,,,,,192.168.10.1,ZHI,RHC,Town/City Council,Urban,Primary,
Matabeleland South,Gwanda,Gwanda,Sengezane Clinic,,ZW060330,ZW060330,ZW06,,,,,192.168.1.254,Ophid,RDC,Rural Council,Rural,,
Midlands,Kwekwe,Kwekwe,Senkwazi Clinic,Senkwasi - 101541 - Clinic,VZxPjFpaeGG,ZW070531,ZW07,,,,,192.168.10.1,ZHI,RDC,Rural Council,Rural,Primary,
Masvingo,Gutu,Gutu,Serima Mission Hospital,Serima - 101542 - Mission Hospital,TzcYG8P3r5t,ZW080491,ZW08,,,,,192.168.10.1,OPHID/Kapinek,Mission Hospital,Mission,Rural,Secondary,Open
Matabeleland North,Nkayi,Nkayi,Sesemba Clinic,Sesemba - 101545 - Rural Health Centre,oQY8tDXHTRv,ZW050534,ZW05,,,,,192.168.10.1,ZIMTTECH,RDC,Town/City Council,Rural,Primary,Open
Midlands,Gokwe South,Gokwe South,Sessame Clinic,Sesame - 101543 - Clinic,k0ZyBtS4wZT,ZW070396,ZW07,,,,,192.168.10.1,ZHI,Mission Clinic,Mission,Rural,Primary,
Matabeleland South,Beitbridge,Beitbridge,Shabwe Rural Health Centre,Shabwe - 101548 - Rural Health Centre,RvZ2KNZoPql,ZW060106,ZW06,,,,,192.168.10.1,Ophid,RHC,Government,Rural,,
Mash West,Makonde,Makonde,Shackelton Municipal Clinic,Shackelton Municipal Clinic,eniSVnOl72J,ZW040477,ZW04,,,,,,ZIMTTECH,RHC,Town/City Council,Peri-Urban,Primary,Open
Matabeleland South,Umzingwane,Umzingwane,Shale Clinic,,ZW060636,ZW060636,ZW06,,,,,192.168.1.254,Ophid,RDC,Rural Council,Rural,,
Mashonaland East,Murewa,Murewa,Shambamuto Rural Health Centre,Shambamuto - 101550 - Clinic,VLPYm5c0jgN,ZW030729,ZW03,,,,,192.168.10.1,ZIMTTECH,RHC,Rural Council,Rural,clinic,Active
Mash West,Chegutu,Chegutu,Shamrock Clinic,Shamrock - 101551 - Clinic (Not Yet Open),JwlkJyJlJml,ZW040107,ZW04,,,,,,ZIMTTECH,RHC,Government,Rural,Primary,Open
Matabeleland South,Insiza,Insiza,Shangani Clinic,Shangani - 101556 - Mine Clinic,ohXsGJeKhB4,ZW060477,ZW06,,,,,192.168.10.1,Ophid,RHC,Private,Rural,,
Matabeleland South,Insiza,Insiza,Shangani Rural Hospital,Shangani - 101557 - Rural Hospital,xGshYPXKdF6,ZW06040B,ZW06,,,,,10.84.32.3,Ophid,Rural Hospital,Government,Rural,,
Midlands,Kwekwe,Kwekwe,Sherwood Clinic,Sherwood - 101561 - Clinic,GicGwiouuoj,ZW070566,ZW07,,,,,192.168.10.1,ZHI,RDC,Rural Council,Urban,Primary,
Masvingo,Chivi,Chivi,Shindi Satellite Clinic,Shindi - 101562 - Clinic,ZjbT0mVOxhT,ZW080328,ZW08,,,,,192.168.10.1,OPHID/Kapinek,RHC,Rural Council,Rural,Primary,Open
Masvingo,Masvingo,Masvingo,Shonganiso Clinic,Shonganiso - 101566 - Clinic,Ktj9CxKCM5h,ZW080592,ZW08,,,,,,,Clinic,Mission,Rural,Primary,Open
Mashonaland Central,Mazowe,Mazowe,SHOPO,Shopo - 101567 - Clinic,U9Bsddm43lC,ZW020487,ZW02,,,,,,,RHC,Gvt,Rural,Primary,Open
Masvingo,Masvingo,Masvingo,Shumba Clinic,Shumba - 101569 - Clinic,P6v8ImHzR3c,ZW080533,ZW08,,,,,192.168.10.1,OPHID/Kapinek,RDC,Rural Council,Rural,Clinic,Active
Mashonaland Central,Mazowe,Mazowe,SHUTU,Shutu - 101571 - Clinic,w5SRCyjcVN1,ZW020403,ZW02,,,,,192.168.10.1,ZIMTTECH,RHC,Gvt,Rural,Primary,Open
Midlands,Kwekwe,Kwekwe,Sidakeni Clinic,Sidakeni - 101579 - Clinic,fBCkowl14OR,ZW070532,ZW07,,,,,192.168.10.1,ZHI,RDC,Rural Council,Rural,Primary,
Matabeleland North,Bubi,Bubi,Siganda Clinic,Siganda - 101581 - Clinic,u4ZGqUHSJmi,ZW050226,ZW05,,,,,,,RDC,Rural Council,Rural,Primary,Open
Midlands,Kwekwe,Kwekwe,Sigezibubi clinic,Sigezububi - 101583 - Clinic,nFw1qqq3OEx,ZW070589,ZW07,,,,,,ZHI,,,,,
Matabeleland North,Tsholotsho,Tsholotsho,Sikente Clinic,Sikente - 101584 - Clinic,asE3X2E5zns,ZW050698,ZW05,,,,,,ZIMTTECH,RDC,Town/City Council,Rural,Primary,Open
Matabeleland South,Bulilima,Bulilima,Sikhathini Clinic,Sikhatini - 101585 - Clinic,mb8xNkQoiuv,ZW060231,ZW06,,,,,192.168.10.1,Ophid,RDC,Rural Council,Rural,,
Matabeleland North,Nkayi,Nkayi,Sikobokobo,Sikobokobo - 101587 - Clinic,mnQNqs9EkZ1,ZW050528,ZW05,,,,,,ZACH,,,,,
Matabeleland South,Gwanda,Gwanda,Silikwe Clinic,Silkwe - 101589 - Rural Health centre,lq1a53Zl3Gn,ZW060368,ZW06,,,,,192.168.10.1,Ophid,RDC,Rural Council,Rural,,
Midlands,Kwekwe,Kwekwe,Silobela District Hospital,Silobela - 101590 - District Hospital,V9SM8e6sFIW,ZW07050B,ZW07,,,,,,,District Hospital,Government,Rural,Secondary,
Midlands,Kwekwe,Kwekwe,Silobela Jackson Clinic,Silobela-Jackson - 101871 - Clinic,rUINnsV4knE,ZW070533,ZW07,,,,,192.158.10.1,ZHI,RDC,Rural Council,Rural,Primary,
Matabeleland South,Matobo,Matobo,Silozwi,Silozwi Clinic,vDYNQpQFm21,ZW060507,ZW06,,,,,192.168.10.1,Ophid,RDC,Town/City Council,Rural,,
Midlands,Kwekwe,Kwekwe,Simana Clinic,Simana - 101595 - Clinic,ozA3NlEUYDi,ZW070534,ZW07,,,,,192.168.10.1,ZHI,RDC,Rural Council,Rural,Primary,
Matabeleland South,Insiza,Insiza,Singwambizi Clinic,Singwambizi - 101602 - Clinic,ec12kvcjS7E,ZW060427,ZW06,,,,,192.168.10.1,Ophid,RHC,Rural Council,Rural,,
Matabeleland South,Insiza,Insiza,Singwango Clinic,Singwango - 101603 - Clinic,YAoTF1MIrjU,ZW060425,ZW06,,,,,,Ophid,RHC,Rural Council,Rural,,
Matabeleland North,Tsholotsho,Tsholotsho,Siphepha Rural Hospital,Sipepa - 101605 - Rural Hospital,d6Y01SZZoLz,ZW05060B,ZW05,,,,,,ZIMTTECH,Rural Hospital,Government,Rural,Primary,Open
Masvingo,Zaka,Zaka,Siyawareva Clinic,Siyawareva - 101609 - Clinic,IZd8YJZuStE,ZW080737,ZW08,,,,,192.168.10.1,OPHID/Kapinek,RHC,Rural Council,Rural,Primary,Open
Matabeleland North,Tsholotsho,Tsholotsho,Sodaka Rural Health Centre,Sodaka - 101611 - Rural Health centre,AwLcEg2hZca,ZW050606,ZW05,,,,,,ZIMTTECH,RHC,Government,Rural,Primary,Open
Matabeleland South,Bulilima,Bulilima,Solusi Mission Clinic,Solusi - 101612 - Clinic,L0BhteRCV93,ZW060291,ZW06,,,,,192.168.10.1,Ophid,Mission Clinic,Mission,Rural,,
Midlands,Gweru,Gweru,Somabhula Clinic,Somabula - 101613 - Clinic,cY93Nr1gwjo,ZW070445,ZW07,,,,,192.168.10.1,ZHI,RDC,Rural Council,Rural,Primary,
Masvingo,Gutu,Gutu,Soti Source Rural Health Centre,Soti Source - 101615 - Clinic,whCKffBHhqi,ZW080406,ZW08,,,,,,,RHC,Government,Rural,Primary,Open
Mashonaland East,UMP,UMP,Sowa Rural Health Centre,Sowa - 101620 - Rural Health centre,cuSVNGhbKpS,ZW030303,ZW03,,,,,192.168.10.1,ZIMTTECH,RHC,Government,Rural,clinic,Active
Manicaland,Mutare,Mutare,St Andrew's Mission Hospital,St. Andrew's - 101624 - Mission Hospital,RXChmJ29yIG,ZW01050F,ZW01,,,,,10.20.18.3,ZHI,Mission Hospital,Mission,Rural,Secondary,Open
Matabeleland South,Mangwe,Mangwe,St Annes Mission Hospital (Brunapeg),St. Annes Brunapeg - 101642 - Mission Hospital,HWtwaa3MidK,ZW06070D,ZW06,,,,,192.168.100.3,Ophid,Mission Hospital,Mission,Rural,,
Manicaland,Mutasa,Mutasa,St Augustine's Clinic,St. Augustine's - 101627 - Mission Clinic,B6T4mymKXpD,ZW010693,ZW01,,,,,192.168.10.2,ZHI,Mission Clinic,Mission,Rural,,Open
Matabeleland North,Umguza,Umguza,St James Mission Clinic,St. James - 101643 - Mission Clinic,up9uWWHlf5L,ZW050791,ZW05,,,,,,ZACH,RHC,Mission,Rural,Primary,Open
Masvingo,Chiredzi,Chiredzi,St Joseph Clinic,St. Joseph - 101630 - Clinic,q3b5EkPCQLi,ZW080227,ZW08,,,,,,,RHC,Rural Council,Rural,Primary,Open
Mashonaland East,Goromonzi,Goromonzi,St Joseph's Clinic,St. Joseph's - 101631 - Rural Health centre,Kmet2URjvwM,ZW030252,ZW03,,,,,10.79.42.2,ZIMTTECH,Mission Clinic,Mission,Peri-Urban,clinic,Active
Manicaland,Mutare,Mutare,St Josephs Mission Hospital,St Joseph's Mission Hospital,tYA7jF9AfGD,ZW01050G,ZW01,,,,,10.20.19.3,ZHI,Mission Hospital,Mission,Urban,Secondary,Open
Matabeleland South,Matobo,Matobo,St Joseph's Mission Hospital,St. Joseph's - 101644 - Rural Hospital,XVUGfE4rVxG,ZW06050E,ZW06,,,,,,Ophid,Mission Hospital,Mission,Rural,,
Matabeleland North,Lupane,Lupane,St Luke's Mission Hospital,St. Lukes - 101645 - Mission Hospital,KXpRiO1yWzB,ZW05040B,ZW05,,,,,10.89.11.3,ZACH,District Hospital,Mission,Rural,Secondary,Open
Harare,Chitungwiza,Harare,St Mary's Clinic,Mt. St Mary's - 101063 - Mission Hospital,e4XyXFEL7Rj,ZW000B03,ZW00,,,,,192.168.10.1,Ophid,Clinic,Town/City Council,Urban,Primary,Open
Mashonaland West,Mhondoro,Mhondoro,St Michael's Mission Hospital,St. Michaels - 101646 - Mission Hospital,OXgwxM8Md7I,ZW04050B,ZW04,,,,,10.67.18.2,ZACC,Mission Hospital,Mission,Rural,Secondary,Open
Manicaland,Makoni,Makoni,St Michael's Tanda Mission Hospital,St. Michael's - 101635 - Mission Hospital,ldxZ72IIbir,ZW01040E,ZW01,,,,,,,Mission Hospital,Mission,Rural,Primary ,Open
Midlands,Gweru,Gweru,ST Patricks,St. Patricks - 101636 - Mission Clinic,yy7YQ1Iak4s,ZW070492,ZW07,,,,,,ZHI,,,,,
Matabeleland North,Lupane,Lupane,St Paul's Mission Hospital,St. Pauls - 101647 - Mission Hospital,q5VjJBFUXw8,ZW05040A,ZW05,,,,,10.84.13.3,ZACH,Rural Hospital,Town/City Council,Rural,Secondary,Open
Mashonaland East,Murewa,Murewa,St Paul's Musami Mission Hospital,St. Paul's Musami - 101638 - Mission Hospital,IV1N9v5bKiL,ZW03070B,ZW03,,,,,192.168.10.1,ZIMTTECH,Mission Hospital,Mission,Rural,Mission Hospital,Active
Manicaland,Chipinge,Chipinge,St Peters Hospital,St. Peters - 101648 - Mission Hospital,uj8ctjqnN8U,ZW01030D,ZW01,,,,,10.20.17.10,ZHI,Mission Hospital,Mission,Rural,Primary,Open
Mashonaland West,Makonde,Makonde,St Rupert's Mission Hospital,St. Rupert's - 101650 - Mission Hospital,p98IRYc0Y2A,ZW04040B,ZW04,,,,,10.67.19.5,ZIMTTECH,Mission Hospital,Mission,Rural,Secondary,Open
Manicaland,Makoni,Makoni,St Therese's Mission Hospital,St. Theresa - 101640 - Mission Hospital,X8eNcHrqP3q,ZW01040F,ZW01,,,,,,,Mission Hospital,Mission,Rural,Primary ,Open
Manicaland,Mutare,Mutare,St Werburghs Clinic,St Werburghs Clinic,gQkKPzF53yK,ZW010507,ZW01,,,,,,,Mission Clinic,Mission,Rural,Primary,Open
Mashonaland Central,Mazowe,Mazowe,STORIS,Storis Clinic,m7MrqwB1ZqQ,ZW020478,ZW02,,,,,,ZIMTTECH,RHC,Pvt,Mining,Primary,Open
Masvingo,Masvingo,Masvingo,Summerton Rural Health Centre,Summerton - 101656 - Clinic,baRAS8w9gmR,ZW080512,ZW08,,,,,,,Clinic,Govt,Rural,Primary,Open
Mashonaland Central,Mazowe,Mazowe,SUOGURU,Suoguru Clinic,un5X8B0qP2w,ZW020488,ZW02,,,,,192.168.10.1,ZIMTTECH,RHC,Council,Urban,Primary,Open
Mashonaland West,Zvimba,Zvimba,Sutton RDC Clinic,Sutton - 101661 - Mine Clinic,FsRYRzS6zYQ,ZW040777,ZW04,,,,,192.168.10.1,ZIMTTECH,RDC,Rural Council,Peri-Urban,Primary,MINING
Midlands,Gokwe South,Gokwe South,Svisvi Clinic,Svisvi - 101663 - Rural Health Centre,V3ZLerPguLB,ZW070311,ZW07,,,,,10.54.35.3,ZHI,RDC,Rural Council,Rural,Primary,
Midlands,Mberengwa,Mberengwa,Svita Clinic,Svita - 101664 - Clinic,V1UPlYfZT1D,ZW070637,ZW07,,,,,192.168.10.1,ZHI,RDC,Rural Council,Rural,Primary,Open
Masvingo,Zaka,Zaka,Svuure Rural Health Centre,Svuvure - 101665 - Rural Health Hospital,USZm9peQXTh,ZW080704,ZW08,,,,,192.168.10.1,OPHID/Kapinek,RHC,Government,Rural,Primary,Open
Masvingo,Chivi,Chivi,Takavarasha Rural Health Centre,Takavarasha - 101671 - Rural Health Centre,tnAAI1FRv9X,ZW080307,ZW08,,,,,,,RHC,Government,Rural,Primary,Open
Manicaland,Makoni,Makoni,Tandi Clinic,Tandi - 101678 - Clinic,QHVCAkeXCog,ZW010434,ZW01,,,,,,,RDC,Rural Council,Rural,Primary ,Open
Mash West,Chegutu,Chegutu,Tasunungurwa Clinic,Tasunungurwa Clinic,kRqptVf5Ltn,ZW040108,ZW04,,,,,,ZIMTTECH,RDC,Rural Council,Rural,Primary,Open
Mashonaland West,Hurungwe,Hurungwe,Tengwe Clinic,Tenewe - 101683 - Council Clinic,z0mAJulIVSB,ZW040249,ZW04,,,,,10.67.35.2,ZIMTTECH,RDC,Rural Council,Rural,Primary,Open
Matabeleland North,Umguza,Umguza,TG Silundika Clinic,T.G. Silundika - 101668 - Rural Health Centre,plc6BXsQkp0,ZW050781,ZW05,,,,,,ZIMTTECH,RHC,Private,Rural,Primary,Open
Bulawayo,Northern Surbubs,Bulawayo,Thorngrove Infectious Diseases Hospital,Thorngrove - 101685 - Clinic,I1dsyC5hnKJ,ZW090A0E,ZW09,,,,,30.30.75.,Ophid,IDH,Town/City Council,Urban,Primary,Open
Masvingo,Gutu,Gutu,Tirizi Satellite Clinic,Tirizi - 101689 - Clinic,RxO8k3zae2W,ZW080433,ZW08,,,,,,,RHC,Rural Council,Rural,Primary,Open
Matabeleland South,Bulilima,Bulilima,Tokwana Clinic,Tokwana - 101907 - Clinic,O4kX8ajY1Lp,ZW060236,ZW06,,,,,192.168.10.1,Ophid,RDC,Rural Council,Rural,,
Matabeleland South,Beitbridge,Beitbridge,Tongwe Clinic,Tongwe - 101696 - Clinic,FHW8J9cVHxt,ZW060130,ZW06,,,,,192.168.10.1,Ophid,RDC,Rural Council,Rural,,
Midlands,Gokwe South,Gokwe South,Tongwe Clinic,Tongwe - 101697 - Clinic,w1k2xD78mUR,ZW070339,ZW07,,,,,10.54.37.3,ZHI,RDC,Rural Council,Rural,,
Manicaland,Makoni,Makoni,Toriro Clinic,Tariro - 101680 - Clinic,SISBOCPkjkv,ZW010435,ZW01,,,,,,,RDC,Rural Council,Rural,Primary ,Open
Midlands,Kwekwe,Kwekwe,Torwood Clinic,Torwood - 101700 - Hospital,N9VWu2Kppre,ZW070554,ZW07,,,,,,,RHC,Town/City Council,Urban,Primary,
Midlands,Gweru,Gweru,Totonga,Totonga - 101701 - Clinic,M0WPf48urCw,ZW070468,ZW07,,,,,,ZHI,,,,,
Mashonaland West,Zvimba,Zvimba,TRB RDC Clinic,TRBC - 101703 - Council Clinic,xwXASQ58xET,ZW040747,ZW04,,,,,192.168.10.1,ZIMTTECH,RDC,Rural Council,Peri-Urban,Primary,RURAL
Mashonaland West,Zvimba,Zvimba,Trelawney RDC Clinic,Trelawney - 101704 - Council Clinic,fyCd86t36uQ,ZW040748,ZW04,,,,,192.168.10.1,ZIMTTECH,RDC,Rural Council,Peri-Urban,Primary,RURAL
Mashonaland Central,Mt Darwin,Mt Darwin,TSAKARE,Tsakare - 101708 - Clinic,jWZDHuWQL6K,ZW020506,ZW02,,,,,192.168.10.1,ZIMTTECH,GOVERNMENT CLINIC,GOVERNMENT,Rural,Primary,Open
Manicaland,Makoni,Makoni,Tsanzaguru Clinic,Tsanzaguru - 101709 - Clinic,avJBKspv9hU,ZW010436,ZW01,,,,,,,RDC,Rural Council,Urban,Primary ,Open
Bulawayo,Nkulumane,Bulawayo,Tshabalala Clinic,Tshabalala - 101710 - Clinic,AU3HqiX44Iu,ZW090A02,ZW09,,,,,192.168.1.4,Ophid,Clinic,Town/City Council,Urban,Primary,Open
Matabeleland South,Matobo,Matobo,Tshelanyemba Mission Hospital,Tshelanyemba - 101711 - Mission Hospital,wa7S2vIGgVg,ZW06050D,ZW06,,,,,,Ophid,Mission Hospital,Mission,Rural,,
Matabeleland South,Mangwe,Mangwe,Tshitshi Clinic,Tshitshi - 101712 - Clinic,FjN22JqEC4D,ZW060732,ZW06,,,,,192.168.10.1,Ophid,RDC,Rural Council,Rural,,
Matabeleland North,Tsholotsho,Tsholotsho,Tsholotsho District Hospital,Tsholotsho - 101713 - District Hospital,enrbUoAll43,ZW05060A,ZW05,,,,,,ZIMTTECH,District Hospital,Government,Rural,Secondary,Open
Matabeleland North,Tsholotsho,Tsholotsho,Tsholotsho Urban Clinic,Tsholotsho Urban - 101667 - Clinic,VCTLI8U4D5z,ZW050631,ZW05,,,,,,ZIMTTECH,RDC,Town/City Council,Urban,Primary,Open
Masvingo,Chiredzi,Chiredzi,Tshovani Clinic,Tsovani - 101715 - Clinic,g7P5iJOCBdW,ZW080233,ZW08,,,,,10.39.32.10,OPHID/Kapinek,RHC,Town/City Council,Urban,Primary,Open
Mashonaland East,UMP,UMP,Tsokodeka clinic,Tsokodeka clinic,IDPxxc6H5rJ,ZW030339,ZW03,,,,,192.168.10.1,ZIMTTECH,RDC,Rural Council,Rural,clinic,Active
Manicaland,Mutasa,Mutasa,Tsonzo Rural Hospital,Tsonzo - 101714 - Rural Hospital,xBQLT1WFHR7,ZW01060A,ZW01,,,,,10.20.22.3,ZHI,Rural Hospital,Government,Rural,,Open
Mashonaland Central,Mazowe,Mazowe,TSUNGUBVI,Tsungubvi - 101717 - Clinic,ZCCRwjCDbaM,ZW020447,ZW02,,,,,192.168.10.1,ZIMTTECH,RHC,Council,Urban,Primary,Open
Midlands,Gweru,Gweru,Tumbire,Tumbire - 101718 - Clinic,aJhsccht7WS,ZW070422,ZW07,,,,,192.168.10.1,ZHI,,,,,
Mashonaland West,Mhondoro,Mhondoro,Turf Estate RDC Clinic,Turf - 101719 - Council Clinic,mCZQYXcx1VM,ZW040524,ZW04,,,,,192.168.100.2,ZIMTTECH,RDC,Rural Council,Rural,Primary,Open
Matabeleland North,Bubi,Bubi,Turk Mine Clinic,Turk Mine - 101720 - Mine Clinic,d7pGOe2ANHF,ZW050257,ZW05,,,,,,ZIMTTECH,RHC,Mine,Rural,Primary,Open
Mashonaland West,Mhondoro,Mhondoro,Twintops RDC Clinic,Twin Tops - 101722 - Clinic,keqEqznmGNE,ZW040525,ZW04,,,,,192.168.1.2,ZIMTTECH,RDC,Rural Council,Rural,Primary,Open
Mashonaland West,Makonde,Makonde,Umboe RDC Clinic,Umboe - 101724 - Clinic,kaqOR3BnVSQ,ZW040448,ZW04,,,,,192.168.10.1,ZIMTTECH,RDC,Rural Council,Rural,Primary,Open
Matabeleland North,Umguza,Umguza,Umguza Council Clinic ,Umguza Council Clinic,dBTOp92WekL,ZW050750,ZW05,,,,,192.168.10.1,ZIMTTECH,RDC,Town/City Council,Urban,Primary,Open
Matabeleland North,Umguza,Umguza,Umuntu Clinic,Muntu - 101108 - Clinic,jXKl5XSgHA7,ZW050798,ZW05,,,,,,ZIMTTECH,RDC,Town/City Council,Rural,Primary,Open
Mash West,Zvimba,Zvimba,Vanad RDC Clinic,Vanad - 101731 - Mine Clinic,VUkNza2W9Ke,ZW040778,ZW04,,,,,,ZIMTTECH,IDH,PARASTATAL,Peri-Urban,Primary,MINING
Manicaland,Chipinge,Chipinge,Veneka Clinic,Vheneka - 101737 - Clinic,nNmjZD0Xkbi,ZW010336,ZW01,,,,,192.168.10.2,ZHI,RDC,Rural Council,Rural,Primary,Open
Manicaland,Makoni,Makoni,Vengere Clinic,Vengere - 101733 - Clinic,bkpJdhMUWKf,ZW010442,ZW01,,,,,,,RDC,Town/City Council,Urban,Primary ,Open
Mash West,Sanyati,Sanyati,Vere - 101735 - Rural Health Centre,Vere - 101735 - Rural Health Centre,HqZLZbZmU4r,ZW040609,ZW04,,,,,,ZIMTTECH,,,,,
Masvingo,Zaka,Zaka,Veza Clinic,Veza - 101736 - Clinic,g9tFVjxzZDT,ZW080738,ZW08,,,,,,,RHC,Government,Rural,Primary,Open
Matabeleland South,Bulilima,Bulilima,Village 13 Rural Health Centre,Village 13 - 101741 - Rural Health Centre,dSsH9yE0duM,ZW060201,ZW06,,,,,192.168.10.1,Ophid,RHC,Government,Rural,,
Mashonaland East,Murewa,Murewa,Virginia Clinic,Virginia Clinic - 101742 - Clinic,dsOsw05zvg2,ZW030746,ZW03,,,,,192.168.10.1,ZIMTTECH,RHC,Rural Council,Rural,clinic,Active
Mashonaland Central,Mazowe,Mazowe,VONABO,Vonabor - 101744 - Clinic,RLoROPMeESW,ZW020411,ZW02,,,,,192.168.10.1,ZIMTTECH,RHC,Council,Farming,Primary,Open
Midlands,Gweru,Gweru,Vungu mobile,Vungu - 101751 - Mobile Clinic,UJXZfglDy6U,ZW070448,ZW07,,,,,,ZHI,,,,,
Midlands,Gweru,Gweru,Vungu static,Vungu - 101750 - Clinic,KMIq1ZmHSv8,ZW070446,ZW07,,,,,,ZHI,,,,,
Masvingo,Chivi,Chivi,Vuranda Clinic,Varanda - 101752 - Rural Health Centre,x6Odi9BQi29,ZW080325,ZW08,,,,,,,RHC,Rural Council,Rural,Primary,Open
Midlands,Mberengwa,Mberengwa,Vurasha Rural Health Centre,Vurasha - 101753 - Rural Health Centre,Ffe71rF6iVh,ZW070606,ZW07,,,,,192.168.10.1,ZHI,RHC,Government,Rural,Primary,Open
Masvingo,Chivi,Chivi,Vutete Health Centre,Utete - 101730 - Clinic,LnBI34VkdXc,ZW080333,ZW08,,,,,,,RHC,Rural Council,Rural,Primary,Open
Midlands,Mberengwa,Mberengwa,Vutsanana,Vutsanana - 101754 - Clinic,nyYPQGMntMU,ZW070641,ZW07,,,,,,ZHI,,,,,
Mashonaland East,Marondera,Marondera,Waddilove Clinic,Waddilove - 101755 - Clinic,S3SoJCAyzta,ZW030586,ZW03,,,,,,ZIMTTECH,RHC,Government,Urban,clinic,Active
Matabeleland South,Insiza,Insiza,Wanezi Mission Hospital,Wanezi - 101757 - Rural Hospital,b3PU8AeeaQC,ZW06040D,ZW06,,,,,,ZACC,Mission Hospital,Mission,Rural,,
Midlands,Mberengwa,Mberengwa,Wanezi Rural Health Centre,Wanezi Rural Hospital,tDPdTZDx9V6,ZW070607,ZW07,,,,,192.168.10.1,ZHI,RHC,Government,Rural,Primary,Open
Mashonaland East,Murewa,Murewa,Waterloo Clinic,Waterloo - 101762 - Clinic,WdsXmSQA2PZ,ZW030747,ZW03,,,,,,ZIMTTECH,RHC,Rural Council,Rural,clinic,Active
Mashonaland West,Chegutu,Chegutu,Watyoka Clinic,Watyoka - 101763 - Council Clinic,ZlGUHP6gHLu,ZW040130,ZW04,,,,,10.67.36.2,ZIMTTECH,RDC,Rural Council,Rural,Primary,Open
Mashonaland West,Sanyati,Sanyati,Waverly Municipal Clinic,Waverly - 101764 - Clinic,oiEL7cgDRNN,ZW040639,ZW04,,,,,192.168.10.1,ZIMTTECH,RHC,Town/City Council,Urban,Primary,Open
Mashonaland East,Marondera,Marondera,Wenimbi Rural Health Centre,Wenimbe - 101771 - Rural Health Centre,SNzJDnz5e9q,ZW030506,ZW03,,,,,,ZIMTTECH,RHC,Rural Council,Rural,clinic,Active
Matabeleland South,Gwanda,Gwanda,West Nicholson Clinic,West Nicolson - 101772 - Clinic,cUPFcuov2Fc,ZW060382,ZW06,,,,,,,RDC,Government,Peri-Urban,,
Harare,ha South Western District,Harare,Western Triangle Clinic,Western Triangle - 101773 - Clinic,AvzEH5UhMeW,ZW000A42,ZW00,,,,,172.16.32.3,Zimtech,RHC,Town/City Council,Urban,Primary,
Manicaland,Makoni,Makoni,Weya Rural Hospital,Weya - 101774 - Rural Hospital,nrMK5a1kkjl,ZW01040B,ZW01,,,,,,,Rural Hospital,Government,Rural,Primary ,Open
Harare,ha Western District,Harare,Wilkins Infectious Disease Hospital,Wilkins Infectious Disease Hospital - 101775 - Infectious Disease Hospital,HRaxyjNZcaJ,ZW000A0D,ZW00,,,,,172.16.24.3,Zimtech,,Town/City Council,Urban,,
Mashonaland East,Goromonzi,Goromonzi,Xanadu,Xanadu Clinic,mE1sxp2Mlzy,ZW030281,ZW03,,,,,,ZIMTTECH,RDC,Rural Council,Rural,clinic,Active
Manicaland,Chipinge,Chipinge,Zamuchiya Clinic,Zamchiya - 101779 - Clinic,IfKqyKB6VCQ,ZW010337,ZW01,,,,,10.20.30.10,ZHI,RDC,Rural Council,Rural,Primary,Open
Masvingo,Masvingo,Masvingo,Zano Clinic,Zano - 101781 - Clinic,RPaFuf61WaI,ZW080536,ZW08,,,,,192.168.10.1,OPHID/Kapinek,Clinic,RDC,Rural,Primary,Open
